,enmo,n,mg,temp,batt,light
2026-08-31 01:13:00,0.0,1476,0.0,36.6455078125,4.125,195.0
2026-08-31 01:14:00,0.0,1483,0.0,36.69621394230769,4.125,194.84615384615384
2026-08-31 01:15:00,0.0,1494,0.0,36.71875,4.125,194.75
2026-08-31 01:16:00,0.0,1478,0.0,36.7431640625,4.125,194.91666666666666
2026-08-31 01:17:00,0.0,1499,0.0,36.71875,4.125,194.69230769230768
2026-08-31 01:18:00,4.6382701345085575e-05,1478,0.04638270134508558,36.71875,4.125,194.91666666666666
2026-08-31 01:19:00,0.0,1501,0.0,36.71875,4.125,194.83333333333334
2026-08-31 01:20:00,0.002480015990482131,1476,2.4800159904821313,36.71875,4.125,194.76923076923077
2026-08-31 01:21:00,0.0,1501,0.0,36.71875,4.125,194.66666666666666
2026-08-31 01:22:00,0.0,1474,0.0,36.53846153846154,4.125,194.6153846153846
2026-08-31 01:23:00,0.0,1503,0.0,36.4501953125,4.125,194.83333333333334
2026-08-31 01:24:00,0.0,1478,0.0,36.40324519230769,4.125,194.84615384615384
2026-08-31 01:25:00,0.000305180294010337,1501,0.305180294010337,36.1572265625,4.125,194.83333333333334
2026-08-31 01:26:00,0.0,1480,0.0,36.1083984375,4.125,194.91666666666666
2026-08-31 01:27:00,0.0,1501,0.0,36.1328125,4.125,194.84615384615384
2026-08-31 01:28:00,0.0,1480,0.0,36.03515625,4.125,194.91666666666666
2026-08-31 01:29:00,0.0,1478,0.0,36.08774038461539,4.125,195.0
2026-08-31 01:30:00,0.0,1501,0.0,36.1328125,4.125,194.91666666666666
2026-08-31 01:31:00,0.0,1480,0.0,36.1328125,4.125,194.83333333333334
2026-08-31 01:32:00,0.0,1501,0.0,36.1328125,4.125,195.0
2026-08-31 01:33:00,0.0,1478,0.0,36.1328125,4.125,194.83333333333334
2026-08-31 01:34:00,0.0,1503,0.0,36.1328125,4.125,194.75
2026-08-31 01:35:00,0.0,1478,0.0,36.1328125,4.125,194.92307692307693
2026-08-31 01:36:00,0.001634225552542158,1503,1.634225552542158,36.1572265625,4.125,194.91666666666666
2026-08-31 01:37:00,0.008384995189996938,1478,8.384995189996937,36.15534855769231,4.125,194.92307692307693
2026-08-31 01:38:00,0.005811498102563459,1480,5.8114981025634584,36.1083984375,4.125,195.0
2026-08-31 01:39:00,0.003953177361120764,1501,3.953177361120764,36.06520432692308,4.125,194.69230769230768
2026-08-31 01:40:00,0.004779750152692124,1480,4.779750152692124,35.986328125,4.125,194.91666666666666
2026-08-31 01:41:00,0.008273356329204114,1503,8.273356329204114,35.9619140625,4.125,195.0
2026-08-31 01:42:00,0.008692771508019254,1478,8.692771508019254,35.95252403846154,4.125,194.92307692307693
2026-08-31 01:43:00,0.0077277796107852745,1505,7.727779610785275,36.03515625,4.125,194.91666666666666
2026-08-31 01:44:00,0.006219162668609248,1476,6.219162668609248,35.99759615384615,4.125,194.69230769230768
2026-08-31 01:45:00,0.00824593509993551,1480,8.24593509993551,35.986328125,4.125,194.83333333333334
2026-08-31 01:46:00,0.005978695000118988,1503,5.9786950001189885,35.9619140625,4.125,195.0
2026-08-31 01:47:00,0.005490195617411704,1478,5.490195617411704,35.97506009615385,4.125,194.92307692307693
2026-08-31 01:48:00,0.00877926159580054,1505,8.779261595800541,35.9130859375,4.125,194.75
2026-08-31 01:49:00,0.009520036621994092,1478,9.520036621994093,35.86237980769231,4.125,194.84615384615384
2026-08-31 01:50:00,0.009160972322098528,1503,9.160972322098528,35.83984375,4.125,195.0
2026-08-31 01:51:00,0.00042090180503544895,1479,0.42090180503544894,35.83984375,4.125,195.0
2026-08-31 01:52:00,0.001236559447613972,1479,1.236559447613972,35.8642578125,4.125,195.0
2026-08-31 01:53:00,0.00014559162672532318,1503,0.14559162672532316,35.888671875,4.125,194.91666666666666
2026-08-31 01:54:00,0.0001172832438510273,1478,0.1172832438510273,36.06520432692308,4.125,195.0
2026-08-31 01:55:00,0.007042751769566795,1503,7.042751769566794,36.083984375,4.125,194.83333333333334
2026-08-31 01:56:00,0.0,1478,0.0,35.95252403846154,4.125,195.0
2026-08-31 01:57:00,0.0,1505,0.0,35.83984375,4.125,195.0
2026-08-31 01:58:00,0.0,1480,0.0,35.791015625,4.125,195.0
2026-08-31 01:59:00,0.0,1478,0.0,35.74969951923077,4.125,195.0
2026-08-31 02:00:00,0.0,1505,0.0,35.6201171875,4.125,194.83333333333334
2026-08-31 02:01:00,0.0,1478,0.0,35.70462740384615,4.125,195.0
2026-08-31 02:02:00,0.0,1505,0.0,35.7666015625,4.125,195.0
2026-08-31 02:03:00,0.0,1482,0.0,35.6201171875,4.125,194.91666666666666
2026-08-31 02:04:00,0.0,1478,0.0,35.68209134615385,4.125,194.92307692307693
2026-08-31 02:05:00,0.001132444637011858,1505,1.132444637011858,35.7177734375,4.125,194.91666666666666
2026-08-31 02:06:00,0.0,1478,0.0,35.61448317307692,4.125,195.0
2026-08-31 02:07:00,0.0,1505,0.0,35.6201171875,4.125,195.0
2026-08-31 02:08:00,0.0,1480,0.0,35.59194711538461,4.125,194.92307692307693
2026-08-31 02:09:00,0.0,1505,0.0,35.595703125,4.125,195.0
2026-08-31 02:10:00,0.0,1480,0.0,35.546875,4.125,194.91666666666666
2026-08-31 02:11:00,1.649819534228756e-06,1478,0.0016498195342287561,35.546875,4.125,195.07692307692307
2026-08-31 02:12:00,0.0,1507,0.0,35.546875,4.125,195.0
2026-08-31 02:13:00,0.0,1478,0.0,35.546875,4.125,195.0
2026-08-31 02:14:00,0.0,1505,0.0,35.546875,4.125,195.0
2026-08-31 02:15:00,0.0,1480,0.0,35.546875,4.125,195.08333333333334
2026-08-31 02:16:00,0.0,1480,0.0,35.546875,4.125,195.0
2026-08-31 02:17:00,0.0,1505,0.0,35.546875,4.125,195.0
2026-08-31 02:18:00,0.0,1480,0.0,35.56941105769231,4.125,195.0
2026-08-31 02:19:00,1.989840106632046e-05,1505,0.01989840106632046,35.546875,4.125,195.0
2026-08-31 02:20:00,0.0,1478,0.0,35.546875,4.125,194.84615384615384
2026-08-31 02:21:00,0.00017389947650196013,1480,0.17389947650196014,35.546875,4.125,195.0
2026-08-31 02:22:00,0.0,1507,0.0,35.4736328125,4.125,195.0
2026-08-31 02:23:00,0.0,1478,0.0,35.47926682692308,4.125,195.0
2026-08-31 02:24:00,0.0,1507,0.0,35.44921875,4.125,195.0
2026-08-31 02:25:00,0.0,1478,0.0,35.546875,4.125,195.0
2026-08-31 02:26:00,0.0,1480,0.0,35.546875,4.125,195.08333333333334
2026-08-31 02:27:00,0.0,1505,0.0,35.5712890625,4.125,195.0
2026-08-31 02:28:00,0.0,1480,0.0,35.546875,4.125,194.92307692307693
2026-08-31 02:29:00,0.0,1505,0.0,35.693359375,4.125,195.0
2026-08-31 02:30:00,0.0,1478,0.0,35.79477163461539,4.125,195.0
2026-08-31 02:31:00,0.0037202812436070154,1480,3.7202812436070154,35.83984375,4.125,194.91666666666666
2026-08-31 02:32:00,0.009733948178813533,1503,9.733948178813533,35.83984375,4.125,195.0
2026-08-31 02:33:00,0.008533736228055857,1478,8.533736228055858,35.81730769230769,4.125,195.0
2026-08-31 02:34:00,0.0028526474692069977,1505,2.852647469206998,35.7421875,4.125,195.0
2026-08-31 02:35:00,0.0,1480,0.0,35.56941105769231,4.125,195.0
2026-08-31 02:36:00,0.0,1505,0.0,35.5712890625,4.125,194.83333333333334
2026-08-31 02:37:00,0.0,1478,0.0,35.56941105769231,4.125,195.07692307692307
2026-08-31 02:38:00,0.0,1480,0.0,35.595703125,4.125,194.91666666666666
2026-08-31 02:39:00,0.0,1505,0.0,35.64453125,4.12451171875,194.83333333333334
2026-08-31 02:40:00,0.0,1478,0.0,35.72716346153846,4.125,195.07692307692307
2026-08-31 02:41:00,0.0,1505,0.0,35.8154296875,4.125,195.0
2026-08-31 02:42:00,0.0010333124393245832,1478,1.0333124393245832,35.83984375,4.124549278846154,194.92307692307693
2026-08-31 02:43:00,0.0,1480,0.0,35.6201171875,4.125,195.0
2026-08-31 02:44:00,0.0,1505,0.0,35.546875,4.125,195.0
2026-08-31 02:45:00,7.447335141640631e-05,1480,0.07447335141640632,35.546875,4.125,195.07692307692307
2026-08-31 02:46:00,1.8235211887399435e-05,1507,0.018235211887399436,35.498046875,4.125,195.08333333333334
2026-08-31 02:47:00,0.0,1480,0.0,35.45673076923077,4.125,195.0
2026-08-31 02:48:00,0.0,1480,0.0,35.546875,4.125,195.0
2026-08-31 02:49:00,0.0,1505,0.0,35.52433894230769,4.125,195.0
2026-08-31 02:50:00,0.0003374408905578018,1480,0.3374408905578018,35.5712890625,4.125,195.08333333333334
2026-08-31 02:51:00,0.0005713372303664516,1505,0.5713372303664516,35.6201171875,4.125,195.0
2026-08-31 02:52:00,0.0,1478,0.0,35.63701923076923,4.125,195.0
2026-08-31 02:53:00,0.0,1482,0.0,35.3271484375,4.125,195.0
2026-08-31 02:54:00,0.0,1505,0.0,35.23137019230769,4.125,195.07692307692307
2026-08-31 02:55:00,0.0003427207340439271,1482,0.3427207340439271,35.0830078125,4.125,195.16666666666666
2026-08-31 02:56:00,0.0,1507,0.0,34.9853515625,4.125,195.0
2026-08-31 02:57:00,0.0,1482,0.0,34.9609375,4.125,195.23076923076923
2026-08-31 02:58:00,0.0,1482,0.0,34.9609375,4.125,195.08333333333334
2026-08-31 02:59:00,0.0,1505,0.0,34.9609375,4.125,195.07692307692307
2026-08-31 03:00:00,0.0,1484,0.0,34.9609375,4.125,195.0
2026-08-31 03:01:00,0.0,1480,0.0,34.98347355769231,4.125,195.0
2026-08-31 03:02:00,0.0,1507,0.0,34.9609375,4.125,195.25
2026-08-31 03:03:00,0.0,1482,0.0,34.9609375,4.125,195.16666666666666
2026-08-31 03:04:00,0.0,1482,0.0,34.9609375,4.125,195.07692307692307
2026-08-31 03:05:00,0.038614906649059345,1507,38.61490664905934,34.9609375,4.125,195.08333333333334
2026-08-31 03:06:00,0.03522096496190914,1482,35.22096496190915,34.66796875,4.125,195.3846153846154
2026-08-31 03:07:00,0.009271940608994217,1484,9.271940608994218,34.3505859375,4.125,195.16666666666666
2026-08-31 03:08:00,0.00030245643789206917,1507,0.30245643789206916,34.23978365384615,4.125,195.15384615384616
2026-08-31 03:09:00,0.0018789981849759445,1486,1.8789981849759445,34.375,4.125,195.08333333333334
2026-08-31 03:10:00,0.0005221687104890638,1484,0.5221687104890638,34.39753605769231,4.125,195.30769230769232
2026-08-31 03:11:00,4.1496463787417715e-05,1507,0.04149646378741771,34.5458984375,4.125,195.08333333333334
